L3,L3 Desc,L4,L4 Desc,L5,Item,Description,Level,Responsible (From OBS),Commentary,Unnamed: 10,wbs-code,Unnamed: 12,Unnamed: 13,Unnamed: 14
A6,Lower Reservoir,9.0,Intake Tower,10.0,A609010,Intake Tower,5,Steve Pickering,,,BR-P4-A6-09-010,BRIP4A609010,BRIP460910,BRIP4A609010
A6,Lower Reservoir,10.0,Outlet Works,0.0,A610000,Outlet Works,4,,,,BR-P4-A6-10-000,BRIP4A610000,BRIP461000,BRIP4A610000
A6,Lower Reservoir,10.0,Outlet Works,10.0,A610010,Outlet Works,5,Steve Pickering,,,BR-P4-A6-10-010,BRIP4A610010,BRIP461010,BRIP4A610010
A6,Lower Reservoir,11.0,Fishway,0.0,A611000,Fishway,4,,,,BR-P4-A6-11-000,BRIP4A611000,BRIP461100,BRIP4A611000
A6,Lower Reservoir,11.0,Fishway,10.0,A611010,Fishway,5,Steve Pickering,,,BR-P4-A6-11-010,BRIP4A611010,BRIP461110,BRIP4A611010
A6,Lower Reservoir,12.0,Over topping Event of the Lower Dam,0.0,A612000,Over topping Event of the Lower Dam,4,,,,BR-P4-A6-12-000,BRIP4A612000,BRIP461200,BRIP4A612000
A6,Lower Reservoir,12.0,Over topping Event of the Lower Dam,10.0,A612010,Over topping Event of the Lower Dam,5,Steve Pickering,,,BR-P4-A6-12-010,BRIP4A612010,BRIP461210,BRIP4A612010
A6,Lower Reservoir,13.0,Traffic Control,0.0,A613000,Traffic Control,4,,,,BR-P4-A6-13-000,BRIP4A613000,BRIP461300,BRIP4A613000
A6,Lower Reservoir,13.0,Traffic Control,10.0,A613010,Traffic Control,5,Steve Pickering,,,BR-P4-A6-13-010,BRIP4A613010,BRIP461310,BRIP4A613010
A6,Lower Reservoir,14.0,Site Rehabilitation,0.0,A614000,Site Rehabilitation,4,,,,BR-P4-A6-14-000,BRIP4A614000,BRIP461400,BRIP4A614000
A6,Lower Reservoir,14.0,Site Rehabilitation,10.0,A614010,Site Rehabilitation,5,Steve Pickering,,,BR-P4-A6-14-010,BRIP4A614010,BRIP461410,BRIP4A614010
A7,Upper Reservoir,0.0,Upper Reservoir,0.0,A700000,Upper Reservoir,3,,,,BR-P4-A7-00-000,BRIP4A700000,,BRIP4A700000
A7,Upper Reservoir,1.0,Contractor Indirect & overheads,0.0,A701000,Contractor Indirect & overheads,4,,,,BR-P4-A7-01-000,BRIP4A701000,BRIP470100,BRIP4A701000
A7,Upper Reservoir,1.0,Contractor Indirect & overheads,10.0,A701010,Contractor Indirect & overheads,5,Clifford Hookham,,,BR-P4-A7-01-010,BRIP4A701010,BRIP470110,BRIP4A701010
A7,Upper Reservoir,2.0,Design,0.0,A702000,Design,4,,,,BR-P4-A7-02-000,BRIP4A702000,BRIP470200,BRIP4A702000
A7,Upper Reservoir,2.0,Design,10.0,A702010,Design,5,Bradley Norwood,,,BR-P4-A7-02-010,BRIP4A702010,BRIP470210,BRIP4A702010
A7,Upper Reservoir,3.0,Site Clearing ,0.0,A703000,Site Clearing ,4,,,,BR-P4-A7-03-000,BRIP4A703000,BRIP470300,BRIP4A703000
A7,Upper Reservoir,3.0,Site Clearing ,10.0,A703010,Site Clearing ,5,Clifford Hookham,,,BR-P4-A7-03-010,BRIP4A703010,BRIP470310,BRIP4A703010
A7,Upper Reservoir,4.0,Quarry Development  and Material Operations,0.0,A704000,Quarry Development  and Material Operations,4,,,,BR-P4-A7-04-000,BRIP4A704000,BRIP470400,BRIP4A704000
A7,Upper Reservoir,4.0,Quarry Development  and Material Operations,10.0,A704010,Quarry Development  and Material Operations,5,Clifford Hookham,,,BR-P4-A7-04-010,BRIP4A704010,BRIP470410,BRIP4A704010
A7,Upper Reservoir,5.0,Diversion and Watering,0.0,A705000,Diversion and Watering,4,,,,BR-P4-A7-05-000,BRIP4A705000,BRIP470500,BRIP4A705000
A7,Upper Reservoir,5.0,Diversion and Watering,10.0,A705010,Diversion and Watering,5,Clifford Hookham,,,BR-P4-A7-05-010,BRIP4A705010,BRIP470510,BRIP4A705010
A7,Upper Reservoir,6.0,Foundations,0.0,A706000,Foundations,4,,,,BR-P4-A7-06-000,BRIP4A706000,BRIP470600,BRIP4A706000
A7,Upper Reservoir,6.0,Foundations,10.0,A706010,Foundations,5,Clifford Hookham,,,BR-P4-A7-06-010,BRIP4A706010,BRIP470610,BRIP4A706010
A7,Upper Reservoir,7.0,Dam Construction,0.0,A707000,Dam Construction,4,,,,BR-P4-A7-07-000,BRIP4A707000,BRIP470700,BRIP4A707000
A7,Upper Reservoir,7.0,Main CFRD Dam,10.0,A707010,Main CFRD Dam,5,Clifford Hookham,,,BR-P4-A7-07-010,BRIP4A707010,BRIP470710,BRIP4A707010
A7,Upper Reservoir,7.0,Main Saddle (CFRD) Dam,20.0,A707020,Main Saddle (CFRD) Dam,5,Clifford Hookham,,,BR-P4-A7-07-020,BRIP4A707020,BRIP470720,BRIP4A707020
A7,Upper Reservoir,7.0,Secondary Saddle (CFRD) Dam A,30.0,A707030,Secondary Saddle (CFRD) Dam A,5,Clifford Hookham,,,BR-P4-A7-07-030,BRIP4A707030,BRIP470730,BRIP4A707030
A7,Upper Reservoir,7.0,Secondary Saddle (CFRD) Dam B1,40.0,A707040,Secondary Saddle (CFRD) Dam B1,5,Clifford Hookham,,,BR-P4-A7-07-040,BRIP4A707040,BRIP470740,BRIP4A707040
A7,Upper Reservoir,7.0,Secondary Saddle (CFRD) Dam B2,50.0,A707050,Secondary Saddle (CFRD) Dam B2,5,Clifford Hookham,,,BR-P4-A7-07-050,BRIP4A707050,BRIP470750,BRIP4A707050
A7,Upper Reservoir,7.0,Secondary Saddle (CFRD) Dam No.B3,60.0,A707060,Secondary Saddle (CFRD) Dam No.B3,5,Clifford Hookham,,,BR-P4-A7-07-060,BRIP4A707060,BRIP470760,BRIP4A707060
A7,Upper Reservoir,8.0,Emergency Spillway,0.0,A708000,Emergency Spillway,4,,,,BR-P4-A7-08-000,BRIP4A708000,BRIP470800,BRIP4A708000
A7,Upper Reservoir,8.0,Emergency Spillway,10.0,A708010,Emergency Spillway,5,Clifford Hookham,,,BR-P4-A7-08-010,BRIP4A708010,BRIP470810,BRIP4A708010
A7,Upper Reservoir,9.0,Traffic Control,0.0,A709000,Traffic Control,4,,,,BR-P4-A7-09-000,BRIP4A709000,BRIP470900,BRIP4A709000
A7,Upper Reservoir,9.0,Traffic Control,10.0,A709010,Traffic Control,5,Clifford Hookham,,,BR-P4-A7-09-010,BRIP4A709010,BRIP470910,BRIP4A709010
A7,Upper Reservoir,10.0,Site Rehabilitation,0.0,A710000,Site Rehabilitation,4,,,,BR-P4-A7-10-000,BRIP4A710000,BRIP471000,BRIP4A710000
A7,Upper Reservoir,10.0,Site Rehabilitation,10.0,A710010,Site Rehabilitation,5,Clifford Hookham,,,BR-P4-A7-10-010,BRIP4A710010,BRIP471010,BRIP4A710010
A8,Transmissions,0.0,Transmissions,0.0,A800000,Transmissions,3,,,,BR-P4-A8-00-000,BRIP4A800000,,BRIP4A800000
A8,Transmissions,1.0,Transmissions - Tarong,0.0,A801000,Borumba -  Tarong 275kV,4,,Renumbered L4 to remove double up,,BR-P4-A8-01-000,BRIP4A801000,BRIP480000,BRIP4A801000
A8,Transmissions,1.0,Transmissions - Tarong,10.0,A801010,Borumba -  Tarong 275kV,5,,,,BR-P4-A8-01-010,BRIP4A801010,BRIP480010,BRIP4A801010
A8,Transmissions,2.0,Transmissions - Woolooga,0.0,A802000,Borumba -  Woolooga 275kV,4,,Renumbered L4 to remove double up,,BR-P4-A8-02-000,BRIP4A802000,BRIP480100,BRIP4A802000
A8,Transmissions,2.0,Transmissions - Woolooga,110.0,A802110,Borumba -  Woolooga 275kV,5,,,,BR-P4-A8-02-110,BRIP4A802110,BRIP480110,BRIP4A802110
A9,Contingency & Escalation,0.0,Contingency & Escalation,0.0,A900000,Contingency & Escalation,3,,Need to amend L3,,BR-P4-A9-00-000,BRIP4A900000,,BRIP4A900000
A9,Contingency & Escalation,91.0,Contingency ,0.0,A991000,Contingency ,4,,Doesn’t fit,,BR-P4-A9-91-000,BRIP4A991000,BRIP499100,BRIP4A991000
A9,Contingency & Escalation,91.0,Contingency ,10.0,A991010,P50 Contingency QH Costs,5,Mike Wells,,,BR-P4-A9-91-010,BRIP4A991010,BRIP499110,BRIP4A991010
A9,Contingency & Escalation,91.0,Contingency ,20.0,A991020,P90 Contingency QH Costs,5,Mike Wells,,,BR-P4-A9-91-020,BRIP4A991020,BRIP499120,BRIP4A991020
A9,Contingency & Escalation,91.0,Contingency ,30.0,A991030,P50 Contingency Surface Infrastructure and Enabling ,5,Mike Wells,,,BR-P4-A9-91-030,BRIP4A991030,BRIP499130,BRIP4A991030
A9,Contingency & Escalation,91.0,Contingency ,40.0,A991040,P90 Contingency  Surface Infrastructure and Enabling ,5,Mike Wells,,,BR-P4-A9-91-040,BRIP4A991040,BRIP499140,BRIP4A991040
A9,Contingency & Escalation,91.0,Contingency ,50.0,A991050,P50 Contingency Underground Waterways ,5,Mike Wells,,,BR-P4-A9-91-050,BRIP4A991050,BRIP499150,BRIP4A991050
A9,Contingency & Escalation,91.0,Contingency ,60.0,A991060,P90 Contingency Underground Waterways ,5,Mike Wells,,,BR-P4-A9-91-060,BRIP4A991060,BRIP499160,BRIP4A991060
A9,Contingency & Escalation,91.0,Contingency ,70.0,A991070,P50 Contingency Underground Access & Caverns ,5,Mike Wells,,,BR-P4-A9-91-070,BRIP4A991070,BRIP499170,BRIP4A991070
A9,Contingency & Escalation,91.0,Contingency ,80.0,A991080,P90 Contingency Underground Access & Caverns ,5,Mike Wells,,,BR-P4-A9-91-080,BRIP4A991080,BRIP499180,BRIP4A991080
A9,Contingency & Escalation,91.0,Contingency ,90.0,A991090,P50 Contingency Powerhouse Mech & Elec,5,Mike Wells,,,BR-P4-A9-91-090,BRIP4A991090,BRIP499190,BRIP4A991090
A9,Contingency & Escalation,91.0,Contingency ,100.0,A991100,P90 Contingency Powerhouse Mech & Elec,5,Mike Wells,,,BR-P4-A9-91-100,BRIP4A991100,BRIP499200,BRIP4A991100
A9,Contingency & Escalation,91.0,Contingency ,110.0,A991110,P50 Contingency Lower Reservoir,5,Mike Wells,,,BR-P4-A9-91-110,BRIP4A991110,BRIP499210,BRIP4A991110
A9,Contingency & Escalation,91.0,Contingency ,120.0,A991120,P90 Contingency Lower Reservoir,5,Mike Wells,,,BR-P4-A9-91-120,BRIP4A991120,BRIP499220,BRIP4A991120
A9,Contingency & Escalation,91.0,Contingency ,130.0,A991130,P50 Contingency Upper Reservoir,5,Mike Wells,,,BR-P4-A9-91-130,BRIP4A991130,BRIP499230,BRIP4A991130
A9,Contingency & Escalation,91.0,Contingency ,140.0,A991140,P90 Contingency Upper Reservoir,5,Mike Wells,,,BR-P4-A9-91-140,BRIP4A991140,BRIP499240,BRIP4A991140
A9,Contingency & Escalation,95.0,Escalation ,0.0,A995000,Escalation ,4,Mike Wells,Doesn’t fit,,BR-P4-A9-95-000,BRIP4A995000,BRIP499500,BRIP4A995000
A9,Contingency & Escalation,95.0,Escalation ,10.0,A995010,Escalation QH Costs,5,Mike Wells,,,BR-P4-A9-95-010,BRIP4A995010,BRIP499510,BRIP4A995010
A9,Contingency & Escalation,95.0,Escalation ,20.0,A995020,Escalation  Surface Infrastructure and Enabling ,5,Mike Wells,,,BR-P4-A9-95-020,BRIP4A995020,BRIP499520,BRIP4A995020
A9,Contingency & Escalation,95.0,Escalation ,30.0,A995030,Escalation  Underground Waterways ,5,Mike Wells,,,BR-P4-A9-95-030,BRIP4A995030,BRIP499530,BRIP4A995030
A9,Contingency & Escalation,95.0,Escalation ,40.0,A995040,Escalation  Underground Access & Caverns ,5,Mike Wells,,,BR-P4-A9-95-040,BRIP4A995040,BRIP499540,BRIP4A995040
A9,Contingency & Escalation,95.0,Escalation ,50.0,A995050,Escalation  Powerhouse Mech & Elec,5,Mike Wells,,,BR-P4-A9-95-050,BRIP4A995050,BRIP499550,BRIP4A995050
A9,Contingency & Escalation,95.0,Escalation ,60.0,A995060,Escalation  Lower Reservoir,5,Mike Wells,,,BR-P4-A9-95-060,BRIP4A995060,BRIP499560,BRIP4A995060
A9,Contingency & Escalation,95.0,Escalation ,70.0,A995070,Escalation  Upper Reservoir,5,Mike Wells,,,BR-P4-A9-95-070,BRIP4A995070,BRIP499570,BRIP4A995070
